query_sequence	go_id	go_term	category
MSTRG.17838.1	GO:0043226	organelle	cellular_component
MSTRG.17838.1	GO:0043227	membrane-bounded organelle	cellular_component
MSTRG.17838.1	GO:0043229	intracellular organelle	cellular_component
MSTRG.17838.1	GO:0043231	intracellular membrane-bounded organelle	cellular_component
MSTRG.17838.1	GO:0043412	macromolecule modification	biological_process
MSTRG.17838.1	GO:0044237	cellular metabolic process	biological_process
MSTRG.17838.1	GO:0044238	primary metabolic process	biological_process
MSTRG.17838.1	GO:0044422	obsolete organelle part	cellular_component
MSTRG.17838.1	GO:0044424	obsolete intracellular part	cellular_component
MSTRG.17838.1	GO:0044429	obsolete mitochondrial part	cellular_component
MSTRG.17838.1	GO:0044444	obsolete cytoplasmic part	cellular_component
MSTRG.17838.1	GO:0044446	obsolete intracellular organelle part	cellular_component
MSTRG.17838.1	GO:0044464	obsolete cell part	cellular_component
MSTRG.17838.1	GO:0046483	heterocycle metabolic process	biological_process
MSTRG.17838.1	GO:0046872	metal ion binding	molecular_function
MSTRG.17838.1	GO:0046982	protein heterodimerization activity	molecular_function
MSTRG.17838.1	GO:0046983	protein dimerization activity	molecular_function
MSTRG.17838.1	GO:0071704	organic substance metabolic process	biological_process
MSTRG.17838.1	GO:0090304	nucleic acid metabolic process	biological_process
MSTRG.17838.1	GO:0098588	bounding membrane of organelle	cellular_component
MSTRG.17838.1	GO:0101030	tRNA-guanine transglycosylation	biological_process
MSTRG.17838.1	GO:0140098	catalytic activity, acting on RNA	molecular_function
MSTRG.17838.1	GO:0140101	catalytic activity, acting on a tRNA	molecular_function
MSTRG.17838.1	GO:1901360	organic cyclic compound metabolic process	biological_process
MSTRG.18949.1	GO:0003674	molecular_function	molecular_function
MSTRG.18949.1	GO:0003824	catalytic activity	molecular_function
MSTRG.18949.1	GO:0004618	phosphoglycerate kinase activity	molecular_function
MSTRG.18949.1	GO:0004672	protein kinase activity	molecular_function
MSTRG.18949.1	GO:0005524	ATP binding	molecular_function
MSTRG.18949.1	GO:0005575	cellular_component	cellular_component
MSTRG.18949.1	GO:0005576	extracellular region	cellular_component
MSTRG.18949.1	GO:0005618	cell wall	cellular_component
MSTRG.18949.1	GO:0005622	intracellular anatomical structure	cellular_component
MSTRG.18949.1	GO:0005623	obsolete cell	cellular_component
MSTRG.18949.1	GO:0005634	nucleus	cellular_component
MSTRG.18949.1	GO:0005737	cytoplasm	cellular_component
MSTRG.18949.1	GO:0005739	mitochondrion	cellular_component
MSTRG.18949.1	GO:0005829	cytosol	cellular_component
MSTRG.18949.1	GO:0005975	carbohydrate metabolic process	biological_process
MSTRG.18949.1	GO:0006096	glycolytic process	biological_process
MSTRG.18949.1	GO:0006468	protein phosphorylation	biological_process
MSTRG.18949.1	GO:0006793	phosphorus metabolic process	biological_process
MSTRG.18949.1	GO:0006796	phosphate-containing compound metabolic process	biological_process
MSTRG.18949.1	GO:0006807	nitrogen compound metabolic process	biological_process
MSTRG.18949.1	GO:0006950	response to stress	biological_process
MSTRG.18949.1	GO:0008150	biological_process	biological_process
MSTRG.18949.1	GO:0008152	metabolic process	biological_process
MSTRG.18949.1	GO:0009058	biosynthetic process	biological_process
MSTRG.18949.1	GO:0009266	response to temperature stimulus	biological_process
MSTRG.18949.1	GO:0009409	response to cold	biological_process
MSTRG.18949.1	GO:0009507	chloroplast	cellular_component
MSTRG.18949.1	GO:0009526	plastid envelope	cellular_component
MSTRG.18949.1	GO:0009532	plastid stroma	cellular_component
MSTRG.18949.1	GO:0009536	plastid	cellular_component
MSTRG.18949.1	GO:0009570	chloroplast stroma	cellular_component
MSTRG.18949.1	GO:0009579	thylakoid	cellular_component
MSTRG.18949.1	GO:0009628	response to abiotic stimulus	biological_process
MSTRG.18949.1	GO:0009941	chloroplast envelope	cellular_component
MSTRG.18949.1	GO:0009987	cellular process	biological_process
MSTRG.18949.1	GO:0010035	response to inorganic substance	biological_process
MSTRG.18949.1	GO:0010038	response to metal ion	biological_process
MSTRG.18949.1	GO:0010319	stromule	cellular_component
MSTRG.18949.1	GO:0015977	carbon fixation	biological_process
MSTRG.18949.1	GO:0015979	photosynthesis	biological_process
MSTRG.18949.1	GO:0016020	membrane	cellular_component
MSTRG.18949.1	GO:0016051	carbohydrate biosynthetic process	biological_process
MSTRG.18949.1	GO:0016301	kinase activity	molecular_function
MSTRG.18949.1	GO:0016310	phosphorylation	biological_process
MSTRG.18949.1	GO:0016740	transferase activity	molecular_function
MSTRG.18949.1	GO:0016772	transferase activity, transferring phosphorus-containing groups	molecular_function
MSTRG.18949.1	GO:0016773	phosphotransferase activity, alcohol group as acceptor	molecular_function
MSTRG.18949.1	GO:0019253	reductive pentose-phosphate cycle	biological_process
MSTRG.18949.1	GO:0019538	protein metabolic process	biological_process
MSTRG.18949.1	GO:0019685	photosynthesis, dark reaction	biological_process
MSTRG.18949.1	GO:0030312	external encapsulating structure	cellular_component
MSTRG.18949.1	GO:0031967	organelle envelope	cellular_component
MSTRG.18949.1	GO:0031975	envelope	cellular_component
MSTRG.18949.1	GO:0036211	protein modification process	biological_process
MSTRG.18949.1	GO:0042221	response to chemical	biological_process
MSTRG.18949.1	GO:0043170	macromolecule metabolic process	biological_process
MSTRG.18949.1	GO:0043226	organelle	cellular_component
MSTRG.18949.1	GO:0043227	membrane-bounded organelle	cellular_component
MSTRG.18949.1	GO:0043229	intracellular organelle	cellular_component
MSTRG.18949.1	GO:0043231	intracellular membrane-bounded organelle	cellular_component
MSTRG.18949.1	GO:0043412	macromolecule modification	biological_process
MSTRG.18949.1	GO:0044237	cellular metabolic process	biological_process
MSTRG.18949.1	GO:0044238	primary metabolic process	biological_process
MSTRG.18949.1	GO:0044260	obsolete cellular macromolecule metabolic process	biological_process
MSTRG.18949.1	GO:0044422	obsolete organelle part	cellular_component
MSTRG.18949.1	GO:0044424	obsolete intracellular part	cellular_component
MSTRG.18949.1	GO:0044434	obsolete chloroplast part	cellular_component
MSTRG.18949.1	GO:0044435	obsolete plastid part	cellular_component
MSTRG.18949.1	GO:0044444	obsolete cytoplasmic part	cellular_component
MSTRG.18949.1	GO:0044446	obsolete intracellular organelle part	cellular_component
MSTRG.18949.1	GO:0044464	obsolete cell part	cellular_component
MSTRG.18949.1	GO:0046686	response to cadmium ion	biological_process
MSTRG.18949.1	GO:0048046	apoplast	cellular_component
MSTRG.18949.1	GO:0050896	response to stimulus	biological_process
MSTRG.18949.1	GO:0071704	organic substance metabolic process	biological_process
MSTRG.18949.1	GO:0071944	cell periphery	cellular_component
MSTRG.18949.1	GO:0140096	catalytic activity, acting on a protein	molecular_function
MSTRG.18949.1	GO:1901564	organonitrogen compound metabolic process	biological_process
MSTRG.18949.1	GO:1901576	organic substance biosynthetic process	biological_process
MSTRG.18399.1	GO:0005737	cytoplasm	cellular_component
MSTRG.18399.1	GO:0008295	spermidine biosynthetic process	biological_process
MSTRG.18399.1	GO:0008792	arginine decarboxylase activity	molecular_function
MSTRG.18399.1	GO:0009446	putrescine biosynthetic process	biological_process
MSTRG.18321.1	GO:0005524	ATP binding	molecular_function
MSTRG.18321.1	GO:0005737	cytoplasm	cellular_component
MSTRG.18321.1	GO:0006260	DNA replication	biological_process
MSTRG.18321.1	GO:0006457	protein folding	biological_process
MSTRG.18321.1	GO:0008270	zinc ion binding	molecular_function
MSTRG.18321.1	GO:0009408	response to heat	biological_process
MSTRG.18321.1	GO:0031072	heat shock protein binding	molecular_function
MSTRG.18321.1	GO:0051082	unfolded protein binding	molecular_function
MSTRG.17918.1	GO:0009813	flavonoid biosynthetic process	biological_process
MSTRG.17918.1	GO:0016616	oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor	molecular_function
MSTRG.17918.1	GO:0045552	dihydrokaempferol 4-reductase activity	molecular_function
MSTRG.18017.1	GO:0008168	methyltransferase activity	molecular_function
MSTRG.18017.1	GO:0032259	methylation	biological_process
MSTRG.16409.1	GO:0005886	plasma membrane	cellular_component
MSTRG.16601.1	GO:0004316	3-oxoacyl-[acyl-carrier-protein] reductase (NADPH) activity	molecular_function
MSTRG.16601.1	GO:0016616	oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor	molecular_function
MSTRG.16601.1	GO:0030497	fatty acid elongation	biological_process
MSTRG.16601.1	GO:0051287	NAD binding	molecular_function
MSTRG.16580.1	GO:0003735	structural constituent of ribosome	molecular_function
MSTRG.16580.1	GO:0005840	ribosome	cellular_component
MSTRG.16580.1	GO:0006412	translation	biological_process
MSTRG.16580.1	GO:1990904	ribonucleoprotein complex	cellular_component
MSTRG.16735.1	GO:0000793	condensed chromosome	cellular_component
MSTRG.16735.1	GO:0000796	condensin complex	cellular_component
MSTRG.16735.1	GO:0003674	molecular_function	molecular_function
MSTRG.16735.1	GO:0005215	transporter activity	molecular_function
MSTRG.16735.1	GO:0005575	cellular_component	cellular_component
MSTRG.16735.1	GO:0005622	intracellular anatomical structure	cellular_component
MSTRG.16735.1	GO:0005623	obsolete cell	cellular_component
MSTRG.16735.1	GO:0005634	nucleus	cellular_component
MSTRG.16735.1	GO:0005694	chromosome	cellular_component
MSTRG.16735.1	GO:0032991	protein-containing complex	cellular_component
MSTRG.16735.1	GO:0043226	organelle	cellular_component
MSTRG.16735.1	GO:0043227	membrane-bounded organelle	cellular_component
MSTRG.16735.1	GO:0043228	non-membrane-bounded organelle	cellular_component
MSTRG.16735.1	GO:0043229	intracellular organelle	cellular_component
MSTRG.16735.1	GO:0043231	intracellular membrane-bounded organelle	cellular_component
MSTRG.16735.1	GO:0043232	intracellular non-membrane-bounded organelle	cellular_component
MSTRG.16735.1	GO:0044422	obsolete organelle part	cellular_component
MSTRG.16735.1	GO:0044424	obsolete intracellular part	cellular_component
MSTRG.16735.1	GO:0044427	obsolete chromosomal part	cellular_component
MSTRG.16735.1	GO:0044446	obsolete intracellular organelle part	cellular_component
MSTRG.16735.1	GO:0044464	obsolete cell part	cellular_component
MSTRG.16735.1	GO:0044815	obsolete DNA packaging complex	cellular_component
MSTRG.17514.1	GO:0004364	glutathione transferase activity	molecular_function
MSTRG.17514.1	GO:0005737	cytoplasm	cellular_component
MSTRG.17514.1	GO:0016672	oxidoreductase activity, acting on a sulfur group of donors, quinone or similar compound as acceptor	molecular_function
MSTRG.17514.1	GO:0042803	protein homodimerization activity	molecular_function
MSTRG.3087.1	GO:0000702	oxidized base lesion DNA N-glycosylase activity	molecular_function
MSTRG.3087.1	GO:0000703	oxidized pyrimidine nucleobase lesion DNA N-glycosylase activity	molecular_function
MSTRG.3087.1	GO:0003674	molecular_function	molecular_function
MSTRG.3087.1	GO:0003677	DNA binding	molecular_function
MSTRG.3087.1	GO:0003824	catalytic activity	molecular_function
MSTRG.3087.1	GO:0003906	DNA-(apurinic or apyrimidinic site) endonuclease activity	molecular_function
MSTRG.3087.1	GO:0005575	cellular_component	cellular_component
MSTRG.3087.1	GO:0005622	intracellular anatomical structure	cellular_component
MSTRG.3087.1	GO:0005623	obsolete cell	cellular_component
MSTRG.3087.1	GO:0005634	nucleus	cellular_component
MSTRG.3087.1	GO:0005737	cytoplasm	cellular_component
MSTRG.3087.1	GO:0005783	endoplasmic reticulum	cellular_component
MSTRG.3087.1	GO:0005911	cell-cell junction	cellular_component
MSTRG.3087.1	GO:0006139	nucleobase-containing compound metabolic process	biological_process
MSTRG.3087.1	GO:0006259	DNA metabolic process	biological_process
MSTRG.3087.1	GO:0006281	DNA repair	biological_process
MSTRG.3087.1	GO:0006284	base-excision repair	biological_process
MSTRG.3087.1	GO:0006285	base-excision repair, AP site formation	biological_process
MSTRG.3087.1	GO:0006289	nucleotide-excision repair	biological_process
MSTRG.3087.1	GO:0006296	obsolete nucleotide-excision repair, DNA incision, 5'-to lesion	biological_process
MSTRG.3087.1	GO:0006479	protein methylation	biological_process
MSTRG.3087.1	GO:0006725	cellular aromatic compound metabolic process	biological_process
MSTRG.3087.1	GO:0006807	nitrogen compound metabolic process	biological_process
MSTRG.3087.1	GO:0006950	response to stress	biological_process
MSTRG.3087.1	GO:0006974	DNA damage response	biological_process
MSTRG.3087.1	GO:0008150	biological_process	biological_process
MSTRG.3087.1	GO:0008152	metabolic process	biological_process
MSTRG.3087.1	GO:0008168	methyltransferase activity	molecular_function
MSTRG.3087.1	GO:0008170	N-methyltransferase activity	molecular_function
MSTRG.3087.1	GO:0008213	protein alkylation	biological_process
MSTRG.3087.1	GO:0008276	protein methyltransferase activity	molecular_function
MSTRG.3087.1	GO:0008757	S-adenosylmethionine-dependent methyltransferase activity	molecular_function
MSTRG.3087.1	GO:0009295	nucleoid	cellular_component
MSTRG.3087.1	GO:0009506	plasmodesma	cellular_component
MSTRG.3087.1	GO:0009507	chloroplast	cellular_component
MSTRG.3087.1	GO:0009532	plastid stroma	cellular_component
MSTRG.3087.1	GO:0009536	plastid	cellular_component
MSTRG.3087.1	GO:0009570	chloroplast stroma	cellular_component
MSTRG.3087.1	GO:0009987	cellular process	biological_process
MSTRG.3087.1	GO:0012505	endomembrane system	cellular_component
MSTRG.3087.1	GO:0016278	lysine N-methyltransferase activity	molecular_function
MSTRG.3087.1	GO:0016279	protein-lysine N-methyltransferase activity	molecular_function
MSTRG.3087.1	GO:0016740	transferase activity	molecular_function
MSTRG.3087.1	GO:0016741	transferase activity, transferring one-carbon groups	molecular_function
MSTRG.3087.1	GO:0016787	hydrolase activity	molecular_function
MSTRG.3087.1	GO:0016798	hydrolase activity, acting on glycosyl bonds	molecular_function
MSTRG.3087.1	GO:0016799	hydrolase activity, hydrolyzing N-glycosyl compounds	molecular_function
MSTRG.3087.1	GO:0018022	peptidyl-lysine methylation	biological_process
MSTRG.3087.1	GO:0018193	peptidyl-amino acid modification	biological_process
MSTRG.3087.1	GO:0018205	peptidyl-lysine modification	biological_process
MSTRG.3087.1	GO:0019104	DNA N-glycosylase activity	molecular_function
MSTRG.3087.1	GO:0019538	protein metabolic process	biological_process
MSTRG.3087.1	GO:0030054	cell junction	cellular_component
MSTRG.3087.1	GO:0032259	methylation	biological_process
MSTRG.3087.1	GO:0033554	cellular response to stress	biological_process
MSTRG.3087.1	GO:0033683	obsolete nucleotide-excision repair, DNA incision	biological_process
MSTRG.3087.1	GO:0034641	cellular nitrogen compound metabolic process	biological_process
MSTRG.3087.1	GO:0036211	protein modification process	biological_process
MSTRG.3087.1	GO:0042644	chloroplast nucleoid	cellular_component
MSTRG.3087.1	GO:0042646	plastid nucleoid	cellular_component
MSTRG.3087.1	GO:0043170	macromolecule metabolic process	biological_process
MSTRG.3087.1	GO:0043226	organelle	cellular_component
MSTRG.3087.1	GO:0043227	membrane-bounded organelle	cellular_component
MSTRG.3087.1	GO:0043228	non-membrane-bounded organelle	cellular_component
MSTRG.3087.1	GO:0043229	intracellular organelle	cellular_component
MSTRG.3087.1	GO:0043231	intracellular membrane-bounded organelle	cellular_component
